k_value,fold_number,feature_number,class_rate
80,14,14,0.285858585858586
80,14,14,0.283670033670034
80,14,14,0.279292929292929
80,14,14,0.278114478114478
80,14,14,0.275420875420875
80,15,15,0.284343434343434
80,15,15,0.299158249158249
80,15,15,0.281986531986532
80,15,15,0.292424242424242
80,15,15,0.291077441077441
80,15,15,0.296632996632997
80,15,15,0.29023569023569
80,15,15,0.286531986531987
80,15,15,0.285016835016835
80,15,15,0.284511784511784
80,16,16,0.294612794612795
80,16,16,0.295117845117845
80,16,16,0.292424242424242
80,16,16,0.291582491582492
80,16,16,0.292592592592593
80,16,16,0.297979797979798
80,16,16,0.293434343434343
80,16,16,0.289057239057239
80,16,16,0.286363636363636
80,16,16,0.292424242424242
80,17,17,0.296296296296296
80,17,17,0.294781144781145
80,17,17,0.291750841750842
80,17,17,0.288383838383838
80,17,17,0.294444444444444
80,17,17,0.296127946127946
80,17,17,0.297643097643098
80,17,17,0.289393939393939
80,17,17,0.29006734006734
80,17,17,0.28989898989899
80,18,18,0.296296296296296
80,18,18,0.295286195286195
80,18,18,0.292424242424242
80,18,18,0.288552188552189
80,18,18,0.294276094276094
80,18,18,0.296127946127946
80,18,18,0.297643097643098
80,18,18,0.29023569023569
80,18,18,0.289393939393939
80,18,18,0.291245791245791
80,19,19,0.297979797979798
80,19,19,0.295959595959596
80,19,19,0.292087542087542
80,19,19,0.287542087542088
80,19,19,0.293939393939394
80,19,19,0.296296296296296
80,19,19,0.297474747474747
80,19,19,0.290909090909091
80,19,19,0.289057239057239
80,19,19,0.291582491582492
80,20,20,0.297979797979798
80,20,20,0.299494949494949
80,20,20,0.294949494949495
80,20,20,0.289393939393939
80,20,20,0.294949494949495
80,20,20,0.301515151515152
80,20,20,0.2996632996633
80,20,20,0.293939393939394
80,20,20,0.296464646464646
80,20,20,0.293097643097643
120,5,5,0.281649831649832
120,5,5,0.282154882154882
120,5,5,0.288888888888889
120,5,5,0.283670033670034
120,5,5,0.291414141414141
120,5,5,0.286531986531987
120,5,5,0.281313131313131
120,5,5,0.283164983164983
120,5,5,0.286026936026936
120,5,5,0.285858585858586
120,6,6,0.282491582491582
120,6,6,0.29040404040404
120,6,6,0.289393939393939
120,6,6,0.286195286195286
120,6,6,0.28989898989899
120,6,6,0.289225589225589
120,6,6,0.287373737373737
120,6,6,0.276936026936027
120,6,6,0.280808080808081
120,6,6,0.279461279461279
120,7,7,0.285016835016835
120,7,7,0.285353535353535
120,7,7,0.284006734006734
120,7,7,0.279461279461279
120,7,7,0.281649831649832
120,7,7,0.286531986531987
120,7,7,0.284175084175084
120,7,7,0.28013468013468
120,7,7,0.282996632996633
120,7,7,0.28030303030303
120,8,8,0.286531986531987
120,8,8,0.288888888888889
120,8,8,0.283670033670034
120,8,8,0.283838383838384
120,8,8,0.285353535353535
120,8,8,0.287205387205387
120,8,8,0.282323232323232
120,8,8,0.284006734006734
120,8,8,0.280976430976431
120,8,8,0.28013468013468
120,9,9,0.284175084175084
120,9,9,0.284006734006734
120,9,9,0.281481481481481
120,9,9,0.287205387205387
120,9,9,0.281649831649832
120,9,9,0.286026936026936
120,9,9,0.285353535353535
120,9,9,0.282996632996633
120,9,9,0.278956228956229
120,9,9,0.283838383838384
120,10,10,0.288383838383838
120,10,10,0.297811447811448
120,10,10,0.29040404040404
120,10,10,0.29006734006734
120,10,10,0.295622895622896
120,10,10,0.301515151515152
120,10,10,0.291414141414141
120,10,10,0.286531986531987
120,10,10,0.28989898989899
120,10,10,0.293265993265993
120,11,11,0.288552188552189
120,11,11,0.298653198653199
120,11,11,0.289225589225589
120,11,11,0.29040404040404
120,11,11,0.295959595959596
120,11,11,0.301515151515152
120,11,11,0.290572390572391
120,11,11,0.285858585858586
120,11,11,0.289057239057239
120,11,11,0.292592592592593
120,12,12,0.288383838383838
120,12,12,0.295622895622896
120,12,12,0.284680134680135
120,12,12,0.290909090909091
120,12,12,0.295622895622896
120,12,12,0.298484848484848
120,12,12,0.289225589225589
120,12,12,0.286531986531987
120,12,12,0.286700336700337
120,12,12,0.292424242424242
120,13,13,0.29983164983165
120,13,13,0.295791245791246
120,13,13,0.292592592592593
120,13,13,0.291077441077441
120,13,13,0.298821548821549
120,13,13,0.304208754208754
120,13,13,0.296969696969697
120,13,13,0.291077441077441
120,13,13,0.288720538720539
120,13,13,0.292760942760943
120,14,14,0.298148148148148
120,14,14,0.301178451178451
120,14,14,0.295454545454545
120,14,14,0.30016835016835
120,14,14,0.302525252525253
120,14,14,0.302356902356902
120,14,14,0.3
120,14,14,0.293771043771044
120,14,14,0.294444444444444
120,14,14,0.296801346801347
120,15,15,0.302525252525253
120,15,15,0.308417508417508
120,15,15,0.29983164983165
120,15,15,0.305050505050505
120,15,15,0.307575757575758
120,15,15,0.305387205387205
120,15,15,0.308417508417508
120,15,15,0.297306397306397
120,15,15,0.297474747474747
120,15,15,0.299494949494949
120,16,16,0.304882154882155
120,16,16,0.31043771043771
120,16,16,0.304713804713805
120,16,16,0.301851851851852
120,16,16,0.304040404040404
120,16,16,0.306228956228956
120,16,16,0.308585858585859
120,16,16,0.298316498316498
120,16,16,0.298653198653199
120,16,16,0.301851851851852
120,17,17,0.304040404040404
120,17,17,0.30993265993266
120,17,17,0.303872053872054
120,17,17,0.302525252525253
120,17,17,0.307407407407407
120,17,17,0.306228956228956
120,17,17,0.315824915824916
120,17,17,0.2996632996633
120,17,17,0.29983164983165
120,17,17,0.302525252525253
120,18,18,0.304377104377104
120,18,18,0.31010101010101
120,18,18,0.303535353535354
120,18,18,0.302525252525253
120,18,18,0.306902356902357
120,18,18,0.307407407407407
120,18,18,0.315824915824916
120,18,18,0.301010101010101
120,18,18,0.301010101010101
120,18,18,0.303367003367003
120,19,19,0.304545454545455
120,19,19,0.30976430976431
120,19,19,0.304040404040404
120,19,19,0.303030303030303
120,19,19,0.306734006734007
120,19,19,0.307407407407407
120,19,19,0.314983164983165
120,19,19,0.3003367003367
120,19,19,0.30050505050505
120,19,19,0.303535353535354
120,20,20,0.307407407407407
120,20,20,0.306397306397306
120,20,20,0.300673400673401
120,20,20,0.3
120,20,20,0.307744107744108
120,20,20,0.309259259259259
120,20,20,0.312457912457912
120,20,20,0.306060606060606
120,20,20,0.301851851851852
120,20,20,0.296127946127946
150,5,5,0.286868686868687
150,5,5,0.29040404040404
150,5,5,0.293097643097643
150,5,5,0.286363636363636
150,5,5,0.295622895622896
150,5,5,0.292760942760943
150,5,5,0.286363636363636
150,5,5,0.292592592592593
150,5,5,0.292760942760943
150,5,5,0.289225589225589
150,6,6,0.286195286195286
150,6,6,0.294444444444444
150,6,6,0.295454545454545
150,6,6,0.289393939393939
150,6,6,0.291077441077441
150,6,6,0.293265993265993
150,6,6,0.292424242424242
150,6,6,0.286531986531987
150,6,6,0.289225589225589
150,6,6,0.286195286195286
150,7,7,0.283333333333333
150,7,7,0.287205387205387
150,7,7,0.291919191919192
150,7,7,0.286700336700337
150,7,7,0.285858585858586
150,7,7,0.293434343434343
150,7,7,0.286531986531987
150,7,7,0.286868686868687
150,7,7,0.286868686868687
150,7,7,0.282323232323232
150,8,8,0.290740740740741
150,8,8,0.291245791245791
150,8,8,0.286531986531987
150,8,8,0.291750841750842
150,8,8,0.29006734006734
150,8,8,0.293097643097643
150,8,8,0.289057239057239
150,8,8,0.29006734006734
150,8,8,0.284006734006734
150,8,8,0.283164983164983
150,9,9,0.286868686868687
150,9,9,0.286700336700337
150,9,9,0.285858585858586
150,9,9,0.284511784511784
150,9,9,0.28989898989899
150,9,9,0.292087542087542
150,9,9,0.289225589225589
150,9,9,0.291582491582492
150,9,9,0.281986531986532
150,9,9,0.284511784511784
150,10,10,0.295117845117845
150,10,10,0.304545454545455
150,10,10,0.30016835016835
150,10,10,0.291245791245791
150,10,10,0.305892255892256
150,10,10,0.307239057239057
150,10,10,0.297979797979798
150,10,10,0.291919191919192
150,10,10,0.294276094276094
150,10,10,0.296296296296296
150,11,11,0.294444444444444
150,11,11,0.304377104377104
150,11,11,0.2996632996633
150,11,11,0.290740740740741
150,11,11,0.305050505050505
150,11,11,0.307407407407407
150,11,11,0.297643097643098
150,11,11,0.291919191919192
150,11,11,0.293939393939394
150,11,11,0.295622895622896
150,12,12,0.298653198653199
150,12,12,0.305555555555556
150,12,12,0.299494949494949
150,12,12,0.292255892255892
150,12,12,0.308922558922559
150,12,12,0.307407407407407
150,12,12,0.302188552188552
150,12,12,0.293602693602694
150,12,12,0.292929292929293
150,12,12,0.299494949494949
150,13,13,0.300841750841751
150,13,13,0.301346801346801
150,13,13,0.298653198653199
150,13,13,0.299326599326599
150,13,13,0.308922558922559
150,13,13,0.311784511784512
150,13,13,0.303872053872054
150,13,13,0.301178451178451
150,13,13,0.293602693602694
150,13,13,0.303198653198653
150,14,14,0.307070707070707
150,14,14,0.304882154882155
150,14,14,0.304377104377104
150,14,14,0.302525252525253
150,14,14,0.308080808080808
150,14,14,0.305218855218855
150,14,14,0.305218855218855
150,14,14,0.2996632996633
150,14,14,0.297643097643098
150,14,14,0.30050505050505
150,15,15,0.310606060606061
150,15,15,0.315824915824916
150,15,15,0.311111111111111
150,15,15,0.308417508417508
150,15,15,0.313468013468013
150,15,15,0.313804713804714
150,15,15,0.314814814814815
150,15,15,0.301010101010101
150,15,15,0.306228956228956
150,15,15,0.303198653198653
150,16,16,0.313636363636364
150,16,16,0.310606060606061
150,16,16,0.31026936026936
150,16,16,0.305218855218855
150,16,16,0.310942760942761
150,16,16,0.310942760942761
150,16,16,0.313468013468013
150,16,16,0.308417508417508
150,16,16,0.307744107744108
150,16,16,0.306734006734007
150,17,17,0.314983164983165
150,17,17,0.317676767676768
150,17,17,0.311111111111111
150,17,17,0.302693602693603
150,17,17,0.319191919191919
150,17,17,0.312121212121212
150,17,17,0.320707070707071
150,17,17,0.311784511784512
150,17,17,0.311784511784512
150,17,17,0.312794612794613
150,18,18,0.314983164983165
150,18,18,0.318350168350168
150,18,18,0.311952861952862
150,18,18,0.302356902356902
150,18,18,0.318350168350168
150,18,18,0.311784511784512
150,18,18,0.321885521885522
150,18,18,0.310942760942761
150,18,18,0.311111111111111
150,18,18,0.311616161616162
150,19,19,0.314478114478114
150,19,19,0.319023569023569
150,19,19,0.311447811447811
150,19,19,0.302693602693603
150,19,19,0.31952861952862
150,19,19,0.311616161616162
150,19,19,0.321548821548822
150,19,19,0.311279461279461
150,19,19,0.310606060606061
150,19,19,0.311447811447811
150,20,20,0.312962962962963
150,20,20,0.314646464646465
150,20,20,0.313468013468013
150,20,20,0.304882154882155
150,20,20,0.31969696969697
150,20,20,0.313299663299663
150,20,20,0.320707070707071
150,20,20,0.31010101010101
150,20,20,0.31026936026936
150,20,20,0.30959595959596
200,5,5,0.290572390572391
200,5,5,0.289393939393939
200,5,5,0.296632996632997
200,5,5,0.29006734006734
200,5,5,0.294276094276094
200,5,5,0.296464646464646
200,5,5,0.292760942760943
200,5,5,0.299494949494949
200,5,5,0.292592592592593
200,5,5,0.293771043771044
200,6,6,0.288720538720539
200,6,6,0.297306397306397
200,6,6,0.29983164983165
200,6,6,0.297306397306397
200,6,6,0.294949494949495
200,6,6,0.304545454545455
200,6,6,0.293602693602694
200,6,6,0.292760942760943
200,6,6,0.291414141414141
200,6,6,0.293939393939394
200,7,7,0.291582491582492
200,7,7,0.297138047138047
200,7,7,0.291414141414141
200,7,7,0.298989898989899
200,7,7,0.293939393939394
200,7,7,0.304882154882155
200,7,7,0.293265993265993
200,7,7,0.290740740740741
200,7,7,0.294107744107744
200,7,7,0.298148148148148
200,8,8,0.299326599326599
200,8,8,0.301515151515152
200,8,8,0.296801346801347
200,8,8,0.298989898989899
200,8,8,0.301851851851852
200,8,8,0.303535353535354
200,8,8,0.295454545454545
200,8,8,0.295454545454545
200,8,8,0.296969696969697
200,8,8,0.298316498316498
200,9,9,0.301515151515152
200,9,9,0.297306397306397
200,9,9,0.295286195286195
200,9,9,0.298316498316498
200,9,9,0.297811447811448
200,9,9,0.305555555555556
200,9,9,0.30050505050505
200,9,9,0.297643097643098
200,9,9,0.293097643097643
200,9,9,0.301346801346801
200,10,10,0.304208754208754
200,10,10,0.30976430976431
200,10,10,0.313468013468013
200,10,10,0.303703703703704
200,10,10,0.307912457912458
200,10,10,0.315319865319865
200,10,10,0.307239057239057
200,10,10,0.299326599326599
200,10,10,0.301010101010101
200,10,10,0.303367003367003
200,11,11,0.304208754208754
200,11,11,0.30976430976431
200,11,11,0.312121212121212
200,11,11,0.303872053872054
200,11,11,0.307744107744108
200,11,11,0.316161616161616
200,11,11,0.307744107744108
200,11,11,0.298989898989899
200,11,11,0.299326599326599
200,11,11,0.303703703703704
200,12,12,0.301515151515152
200,12,12,0.308249158249158
200,12,12,0.30993265993266
200,12,12,0.300841750841751
200,12,12,0.30976430976431
200,12,12,0.312121212121212
200,12,12,0.308417508417508
200,12,12,0.303198653198653
200,12,12,0.3003367003367
200,12,12,0.305050505050505
200,13,13,0.308754208754209
200,13,13,0.315151515151515
200,13,13,0.313131313131313
200,13,13,0.306902356902357
200,13,13,0.313973063973064
200,13,13,0.317171717171717
200,13,13,0.317340067340067
200,13,13,0.311952861952862
200,13,13,0.303367003367003
200,13,13,0.310942760942761
200,14,14,0.317676767676768
200,14,14,0.318350168350168
200,14,14,0.313468013468013
200,14,14,0.312962962962963
200,14,14,0.318686868686869
200,14,14,0.316161616161616
200,14,14,0.317508417508418
200,14,14,0.308080808080808
200,14,14,0.309090909090909
200,14,14,0.308249158249158
200,15,15,0.322895622895623
200,15,15,0.328619528619529
200,15,15,0.322053872053872
200,15,15,0.316498316498317
200,15,15,0.325084175084175
200,15,15,0.320538720538721
200,15,15,0.323063973063973
200,15,15,0.312962962962963
200,15,15,0.311952861952862
200,15,15,0.31026936026936
200,16,16,0.326094276094276
200,16,16,0.325084175084175
200,16,16,0.323569023569024
200,16,16,0.313636363636364
200,16,16,0.324074074074074
200,16,16,0.322053872053872
200,16,16,0.325925925925926
200,16,16,0.316666666666667
200,16,16,0.322727272727273
200,16,16,0.314141414141414
200,17,17,0.319191919191919
200,17,17,0.33013468013468
200,17,17,0.319360269360269
200,17,17,0.315824915824916
200,17,17,0.325252525252525
200,17,17,0.321212121212121
200,17,17,0.33030303030303
200,17,17,0.317676767676768
200,17,17,0.32020202020202
200,17,17,0.32020202020202
200,18,18,0.319191919191919
200,18,18,0.32996632996633
200,18,18,0.319191919191919
200,18,18,0.315656565656566
200,18,18,0.325925925925926
200,18,18,0.31969696969697
200,18,18,0.330976430976431
200,18,18,0.317171717171717
200,18,18,0.321212121212121
200,18,18,0.321380471380471
200,19,19,0.31969696969697
200,19,19,0.32979797979798
200,19,19,0.31969696969697
200,19,19,0.314983164983165
200,19,19,0.325925925925926
200,19,19,0.319360269360269
200,19,19,0.33047138047138
200,19,19,0.317676767676768
200,19,19,0.321212121212121
200,19,19,0.32003367003367
200,20,20,0.322222222222222
200,20,20,0.332154882154882
200,20,20,0.322390572390572
200,20,20,0.318855218855219
200,20,20,0.330639730639731
200,20,20,0.325084175084175
200,20,20,0.333501683501684
200,20,20,0.324747474747475
200,20,20,0.328787878787879
200,20,20,0.323569023569024
231,5,5,0.291919191919192
231,5,5,0.294276094276094
231,5,5,0.297643097643098
231,5,5,0.295117845117845
231,5,5,0.295454545454545
231,5,5,0.301515151515152
231,5,5,0.295286195286195
231,5,5,0.303198653198653
231,5,5,0.295959595959596
231,5,5,0.297474747474747
231,6,6,0.293434343434343
231,6,6,0.303030303030303
231,6,6,0.3003367003367
231,6,6,0.296464646464646
231,6,6,0.299158249158249
231,6,6,0.307070707070707
231,6,6,0.29983164983165
231,6,6,0.298821548821549
231,6,6,0.296464646464646
231,6,6,0.300841750841751
231,7,7,0.292255892255892
231,7,7,0.2996632996633
231,7,7,0.295622895622896
231,7,7,0.300841750841751
231,7,7,0.297474747474747
231,7,7,0.306565656565657
231,7,7,0.29983164983165
231,7,7,0.293265993265993
231,7,7,0.298484848484848
231,7,7,0.3
231,8,8,0.30050505050505
231,8,8,0.301346801346801
231,8,8,0.299494949494949
231,8,8,0.297979797979798
231,8,8,0.302693602693603
231,8,8,0.312626262626263
231,8,8,0.300673400673401
231,8,8,0.301683501683502
231,8,8,0.297811447811448
231,8,8,0.302525252525253
231,9,9,0.301346801346801
231,9,9,0.304713804713805
231,9,9,0.303367003367003
231,9,9,0.297811447811448
231,9,9,0.305723905723906
231,9,9,0.31026936026936
231,9,9,0.301178451178451
231,9,9,0.304040404040404
231,9,9,0.294781144781145
231,9,9,0.308585858585859
231,10,10,0.304545454545455
231,10,10,0.315993265993266
231,10,10,0.316329966329966
231,10,10,0.306902356902357
231,10,10,0.314646464646465
231,10,10,0.311279461279461
231,10,10,0.311952861952862
231,10,10,0.304713804713805
231,10,10,0.302356902356902
231,10,10,0.305555555555556
231,11,11,0.304208754208754
231,11,11,0.316329966329966
231,11,11,0.316498316498317
231,11,11,0.306902356902357
231,11,11,0.315319865319865
231,11,11,0.311616161616162
231,11,11,0.312794612794613
231,11,11,0.304713804713805
231,11,11,0.302188552188552
231,11,11,0.305892255892256
231,12,12,0.31026936026936
231,12,12,0.317340067340067
231,12,12,0.313973063973064
231,12,12,0.305555555555556
231,12,12,0.311616161616162
231,12,12,0.311447811447811
231,12,12,0.318518518518519
231,12,12,0.305387205387205
231,12,12,0.305892255892256
231,12,12,0.310774410774411
231,13,13,0.315319865319865
231,13,13,0.321548821548822
231,13,13,0.318181818181818
231,13,13,0.314646464646465
231,13,13,0.320875420875421
231,13,13,0.319191919191919
231,13,13,0.323232323232323
231,13,13,0.315993265993266
231,13,13,0.31010101010101
231,13,13,0.317676767676768
231,14,14,0.320538720538721
231,14,14,0.325589225589226
231,14,14,0.314814814814815
231,14,14,0.315319865319865
231,14,14,0.325420875420875
231,14,14,0.320538720538721
231,14,14,0.323063973063973
231,14,14,0.314141414141414
231,14,14,0.313804713804714
231,14,14,0.319360269360269
231,15,15,0.330808080808081
231,15,15,0.334175084175084
231,15,15,0.328787878787879
231,15,15,0.326936026936027
231,15,15,0.326094276094276
231,15,15,0.326262626262626
231,15,15,0.331649831649832
231,15,15,0.32003367003367
231,15,15,0.316666666666667
231,15,15,0.322558922558923
231,16,16,0.332154882154882
231,16,16,0.34023569023569
231,16,16,0.332659932659933
231,16,16,0.326767676767677
231,16,16,0.328451178451178
231,16,16,0.332659932659933
231,16,16,0.335016835016835
231,16,16,0.327104377104377
231,16,16,0.329124579124579
231,16,16,0.322895622895623
231,17,17,0.327441077441077
231,17,17,0.338215488215488
231,17,17,0.323232323232323
231,17,17,0.325252525252525
231,17,17,0.332659932659933
231,17,17,0.326262626262626
231,17,17,0.335858585858586
231,17,17,0.323737373737374
231,17,17,0.322727272727273
231,17,17,0.322390572390572
231,18,18,0.326262626262626
231,18,18,0.33956228956229
231,18,18,0.322727272727273
231,18,18,0.324242424242424
231,18,18,0.333164983164983
231,18,18,0.325925925925926
231,18,18,0.335353535353535
231,18,18,0.324074074074074
231,18,18,0.323232323232323
231,18,18,0.323400673400673
231,19,19,0.326767676767677
231,19,19,0.339225589225589
231,19,19,0.322222222222222
231,19,19,0.323737373737374
231,19,19,0.331986531986532
231,19,19,0.326094276094276
231,19,19,0.335858585858586
231,19,19,0.323737373737374
231,19,19,0.323063973063973
231,19,19,0.323063973063973
231,20,20,0.333838383838384
231,20,20,0.344949494949495
231,20,20,0.332659932659933
231,20,20,0.332828282828283
231,20,20,0.338215488215488
231,20,20,0.337037037037037
231,20,20,0.346464646464646
231,20,20,0.334680134680135
231,20,20,0.333670033670034
231,20,20,0.331144781144781
