mtree_value,fold_number,feature_number,class_rate
100,1,5,0.811840628507295
100,2,5,0.811840628507295
100,3,5,0.811840628507295
100,4,5,0.811840628507295
100,5,5,0.811840628507295
100,6,5,0.811840628507295
100,7,5,0.811840628507295
100,8,5,0.811840628507295
100,9,5,0.811840628507295
100,10,5,0.811840628507295
100,1,6,0.811840628507295
100,2,6,0.811840628507295
100,3,6,0.811840628507295
100,4,6,0.811840628507295
100,5,6,0.811840628507295
100,6,6,0.811840628507295
100,7,6,0.811840628507295
100,8,6,0.811840628507295
100,9,6,0.811840628507295
100,10,6,0.811840628507295
100,1,7,0.811840628507295
100,2,7,0.811840628507295
100,3,7,0.811840628507295
100,4,7,0.811840628507295
100,5,7,0.811840628507295
100,6,7,0.811840628507295
100,7,7,0.811840628507295
100,8,7,0.811840628507295
100,9,7,0.811840628507295
100,10,7,0.811840628507295
100,1,8,0.811840628507295
100,2,8,0.811840628507295
100,3,8,0.811840628507295
100,4,8,0.811840628507295
100,5,8,0.811840628507295
100,6,8,0.811840628507295
100,7,8,0.811840628507295
100,8,8,0.811840628507295
100,9,8,0.811840628507295
100,10,8,0.811840628507295
100,1,9,0.811840628507295
100,2,9,0.811840628507295
100,3,9,0.811840628507295
100,4,9,0.811840628507295
100,5,9,0.811840628507295
100,6,9,0.811840628507295
100,7,9,0.811840628507295
100,8,9,0.811840628507295
100,9,9,0.811840628507295
100,10,9,0.811840628507295
100,1,10,0.811840628507295
100,2,10,0.811840628507295
100,3,10,0.811840628507295
100,4,10,0.811840628507295
100,5,10,0.811840628507295
100,6,10,0.811840628507295
100,7,10,0.811840628507295
100,8,10,0.811840628507295
100,9,10,0.811840628507295
100,10,10,0.811840628507295
100,1,11,0.811840628507295
100,2,11,0.811840628507295
100,3,11,0.811840628507295
100,4,11,0.811840628507295
100,5,11,0.811840628507295
100,6,11,0.811840628507295
100,7,11,0.811840628507295
100,8,11,0.811840628507295
100,9,11,0.811840628507295
100,10,11,0.811840628507295
100,1,12,0.811840628507295
100,2,12,0.811840628507295
100,3,12,0.811840628507295
100,4,12,0.811840628507295
100,5,12,0.811840628507295
100,6,12,0.811840628507295
100,7,12,0.811840628507295
100,8,12,0.811840628507295
100,9,12,0.811840628507295
100,10,12,0.811840628507295
100,1,13,0.811840628507295
100,2,13,0.811840628507295
100,3,13,0.811840628507295
100,4,13,0.811840628507295
100,5,13,0.811840628507295
100,6,13,0.811840628507295
100,7,13,0.811840628507295
100,8,13,0.811840628507295
100,9,13,0.811840628507295
100,10,13,0.811840628507295
100,1,14,0.811840628507295
100,2,14,0.811840628507295
100,3,14,0.811840628507295
100,4,14,0.811840628507295
100,5,14,0.811840628507295
100,6,14,0.811840628507295
100,7,14,0.811840628507295
100,8,14,0.811840628507295
100,9,14,0.811840628507295
100,10,14,0.811840628507295
100,1,15,0.811840628507295
100,2,15,0.811840628507295
100,3,15,0.811840628507295
100,4,15,0.811840628507295
100,5,15,0.811840628507295
100,6,15,0.811840628507295
100,7,15,0.811840628507295
100,8,15,0.811840628507295
100,9,15,0.811840628507295
100,10,15,0.811840628507295
100,1,16,0.811840628507295
100,2,16,0.811840628507295
100,3,16,0.811840628507295
100,4,16,0.811840628507295
100,5,16,0.811840628507295
100,6,16,0.811840628507295
100,7,16,0.811840628507295
100,8,16,0.811840628507295
100,9,16,0.811840628507295
100,10,16,0.811840628507295
100,1,17,0.811840628507295
100,2,17,0.811840628507295
100,3,17,0.811840628507295
100,4,17,0.811840628507295
100,5,17,0.811840628507295
100,6,17,0.811840628507295
100,7,17,0.811840628507295
100,8,17,0.811840628507295
100,9,17,0.811840628507295
100,10,17,0.811840628507295
100,1,18,0.811840628507295
100,2,18,0.811840628507295
100,3,18,0.811840628507295
100,4,18,0.811840628507295
100,5,18,0.811840628507295
100,6,18,0.811840628507295
100,7,18,0.811840628507295
100,8,18,0.811840628507295
100,9,18,0.811840628507295
100,10,18,0.811840628507295
100,1,19,0.811840628507295
100,2,19,0.811840628507295
100,3,19,0.811840628507295
100,4,19,0.811840628507295
100,5,19,0.811840628507295
100,6,19,0.811840628507295
100,7,19,0.811840628507295
100,8,19,0.811840628507295
100,9,19,0.811840628507295
100,10,19,0.811840628507295
100,1,20,0.811840628507295
100,2,20,0.811840628507295
100,3,20,0.811840628507295
100,4,20,0.811840628507295
100,5,20,0.811840628507295
100,6,20,0.811840628507295
100,7,20,0.811840628507295
100,8,20,0.811840628507295
100,9,20,0.811840628507295
100,10,20,0.811840628507295
250,1,5,0.813374485596708
250,2,5,0.813374485596708
250,3,5,0.813374485596708
250,4,5,0.813374485596708
250,5,5,0.813374485596708
250,6,5,0.813374485596708
250,7,5,0.813374485596708
250,8,5,0.813374485596708
250,9,5,0.813374485596708
250,10,5,0.813374485596708
250,1,6,0.813374485596708
250,2,6,0.813374485596708
250,3,6,0.813374485596708
250,4,6,0.813374485596708
250,5,6,0.813374485596708
250,6,6,0.813374485596708
250,7,6,0.813374485596708
250,8,6,0.813374485596708
250,9,6,0.813374485596708
250,10,6,0.813374485596708
250,1,7,0.813374485596708
250,2,7,0.813374485596708
250,3,7,0.813374485596708
250,4,7,0.813374485596708
250,5,7,0.813374485596708
250,6,7,0.813374485596708
250,7,7,0.813374485596708
250,8,7,0.813374485596708
250,9,7,0.813374485596708
250,10,7,0.813374485596708
250,1,8,0.813374485596708
250,2,8,0.813374485596708
250,3,8,0.813374485596708
250,4,8,0.813374485596708
250,5,8,0.813374485596708
250,6,8,0.813374485596708
250,7,8,0.813374485596708
250,8,8,0.813374485596708
250,9,8,0.813374485596708
250,10,8,0.813374485596708
250,1,9,0.813374485596708
250,2,9,0.813374485596708
250,3,9,0.813374485596708
250,4,9,0.813374485596708
250,5,9,0.813374485596708
250,6,9,0.813374485596708
250,7,9,0.813374485596708
250,8,9,0.813374485596708
250,9,9,0.813374485596708
250,10,9,0.813374485596708
250,1,10,0.813374485596708
250,2,10,0.813374485596708
250,3,10,0.813374485596708
250,4,10,0.813374485596708
250,5,10,0.813374485596708
250,6,10,0.813374485596708
250,7,10,0.813374485596708
250,8,10,0.813374485596708
250,9,10,0.813374485596708
250,10,10,0.813374485596708
250,1,11,0.813374485596708
250,2,11,0.813374485596708
250,3,11,0.813374485596708
250,4,11,0.813374485596708
250,5,11,0.813374485596708
250,6,11,0.813374485596708
250,7,11,0.813374485596708
250,8,11,0.813374485596708
250,9,11,0.813374485596708
250,10,11,0.813374485596708
250,1,12,0.813374485596708
250,2,12,0.813374485596708
250,3,12,0.813374485596708
250,4,12,0.813374485596708
250,5,12,0.813374485596708
250,6,12,0.813374485596708
250,7,12,0.813374485596708
250,8,12,0.813374485596708
250,9,12,0.813374485596708
250,10,12,0.813374485596708
250,1,13,0.813374485596708
250,2,13,0.813374485596708
250,3,13,0.813374485596708
250,4,13,0.813374485596708
250,5,13,0.813374485596708
250,6,13,0.813374485596708
250,7,13,0.813374485596708
250,8,13,0.813374485596708
250,9,13,0.813374485596708
250,10,13,0.813374485596708
250,1,14,0.813374485596708
250,2,14,0.813374485596708
250,3,14,0.813374485596708
250,4,14,0.813374485596708
250,5,14,0.813374485596708
250,6,14,0.813374485596708
250,7,14,0.813374485596708
250,8,14,0.813374485596708
250,9,14,0.813374485596708
250,10,14,0.813374485596708
250,1,15,0.813374485596708
250,2,15,0.813374485596708
250,3,15,0.813374485596708
250,4,15,0.813374485596708
250,5,15,0.813374485596708
250,6,15,0.813374485596708
250,7,15,0.813374485596708
250,8,15,0.813374485596708
250,9,15,0.813374485596708
250,10,15,0.813374485596708
250,1,16,0.813374485596708
250,2,16,0.813374485596708
250,3,16,0.813374485596708
250,4,16,0.813374485596708
250,5,16,0.813374485596708
250,6,16,0.813374485596708
250,7,16,0.813374485596708
250,8,16,0.813374485596708
250,9,16,0.813374485596708
250,10,16,0.813374485596708
250,1,17,0.813374485596708
250,2,17,0.813374485596708
250,3,17,0.813374485596708
250,4,17,0.813374485596708
250,5,17,0.813374485596708
250,6,17,0.813374485596708
250,7,17,0.813374485596708
250,8,17,0.813374485596708
250,9,17,0.813374485596708
250,10,17,0.813374485596708
250,1,18,0.813374485596708
250,2,18,0.813374485596708
250,3,18,0.813374485596708
250,4,18,0.813374485596708
250,5,18,0.813374485596708
250,6,18,0.813374485596708
250,7,18,0.813374485596708
250,8,18,0.813374485596708
250,9,18,0.813374485596708
250,10,18,0.813374485596708
250,1,19,0.813374485596708
250,2,19,0.813374485596708
250,3,19,0.813374485596708
250,4,19,0.813374485596708
250,5,19,0.813374485596708
250,6,19,0.813374485596708
250,7,19,0.813374485596708
250,8,19,0.813374485596708
250,9,19,0.813374485596708
250,10,19,0.813374485596708
250,1,20,0.813374485596708
250,2,20,0.813374485596708
250,3,20,0.813374485596708
250,4,20,0.813374485596708
250,5,20,0.813374485596708
250,6,20,0.813374485596708
250,7,20,0.813374485596708
250,8,20,0.813374485596708
250,9,20,0.813374485596708
250,10,20,0.813374485596708
300,1,5,0.813954358398803
300,2,5,0.813954358398803
300,3,5,0.813954358398803
300,4,5,0.813954358398803
300,5,5,0.813954358398803
300,6,5,0.813954358398803
300,7,5,0.813954358398803
300,8,5,0.813954358398803
300,9,5,0.813954358398803
300,10,5,0.813954358398803
300,1,6,0.813954358398803
300,2,6,0.813954358398803
300,3,6,0.813954358398803
300,4,6,0.813954358398803
300,5,6,0.813954358398803
300,6,6,0.813954358398803
300,7,6,0.813954358398803
300,8,6,0.813954358398803
300,9,6,0.813954358398803
300,10,6,0.813954358398803
300,1,7,0.813954358398803
300,2,7,0.813954358398803
300,3,7,0.813954358398803
300,4,7,0.813954358398803
300,5,7,0.813954358398803
300,6,7,0.813954358398803
300,7,7,0.813954358398803
300,8,7,0.813954358398803
300,9,7,0.813954358398803
300,10,7,0.813954358398803
300,1,8,0.813954358398803
300,2,8,0.813954358398803
300,3,8,0.813954358398803
300,4,8,0.813954358398803
300,5,8,0.813954358398803
300,6,8,0.813954358398803
300,7,8,0.813954358398803
300,8,8,0.813954358398803
300,9,8,0.813954358398803
300,10,8,0.813954358398803
300,1,9,0.813954358398803
300,2,9,0.813954358398803
300,3,9,0.813954358398803
300,4,9,0.813954358398803
300,5,9,0.813954358398803
300,6,9,0.813954358398803
300,7,9,0.813954358398803
300,8,9,0.813954358398803
300,9,9,0.813954358398803
300,10,9,0.813954358398803
300,1,10,0.813954358398803
300,2,10,0.813954358398803
300,3,10,0.813954358398803
300,4,10,0.813954358398803
300,5,10,0.813954358398803
300,6,10,0.813954358398803
300,7,10,0.813954358398803
300,8,10,0.813954358398803
300,9,10,0.813954358398803
300,10,10,0.813954358398803
300,1,11,0.813954358398803
300,2,11,0.813954358398803
300,3,11,0.813954358398803
300,4,11,0.813954358398803
300,5,11,0.813954358398803
300,6,11,0.813954358398803
300,7,11,0.813954358398803
300,8,11,0.813954358398803
300,9,11,0.813954358398803
300,10,11,0.813954358398803
300,1,12,0.813954358398803
300,2,12,0.813954358398803
300,3,12,0.813954358398803
300,4,12,0.813954358398803
300,5,12,0.813954358398803
300,6,12,0.813954358398803
300,7,12,0.813954358398803
300,8,12,0.813954358398803
300,9,12,0.813954358398803
300,10,12,0.813954358398803
300,1,13,0.813954358398803
300,2,13,0.813954358398803
300,3,13,0.813954358398803
300,4,13,0.813954358398803
300,5,13,0.813954358398803
300,6,13,0.813954358398803
300,7,13,0.813954358398803
300,8,13,0.813954358398803
300,9,13,0.813954358398803
300,10,13,0.813954358398803
300,1,14,0.813954358398803
300,2,14,0.813954358398803
300,3,14,0.813954358398803
300,4,14,0.813954358398803
300,5,14,0.813954358398803
300,6,14,0.813954358398803
300,7,14,0.813954358398803
300,8,14,0.813954358398803
300,9,14,0.813954358398803
300,10,14,0.813954358398803
300,1,15,0.813954358398803
300,2,15,0.813954358398803
300,3,15,0.813954358398803
300,4,15,0.813954358398803
300,5,15,0.813954358398803
300,6,15,0.813954358398803
300,7,15,0.813954358398803
300,8,15,0.813954358398803
300,9,15,0.813954358398803
300,10,15,0.813954358398803
300,1,16,0.813954358398803
300,2,16,0.813954358398803
300,3,16,0.813954358398803
300,4,16,0.813954358398803
300,5,16,0.813954358398803
300,6,16,0.813954358398803
300,7,16,0.813954358398803
300,8,16,0.813954358398803
300,9,16,0.813954358398803
300,10,16,0.813954358398803
300,1,17,0.813954358398803
300,2,17,0.813954358398803
300,3,17,0.813954358398803
300,4,17,0.813954358398803
300,5,17,0.813954358398803
300,6,17,0.813954358398803
300,7,17,0.813954358398803
300,8,17,0.813954358398803
300,9,17,0.813954358398803
300,10,17,0.813954358398803
300,1,18,0.813954358398803
300,2,18,0.813954358398803
300,3,18,0.813954358398803
300,4,18,0.813954358398803
300,5,18,0.813954358398803
300,6,18,0.813954358398803
300,7,18,0.813954358398803
300,8,18,0.813954358398803
300,9,18,0.813954358398803
300,10,18,0.813954358398803
300,1,19,0.813954358398803
300,2,19,0.813954358398803
300,3,19,0.813954358398803
300,4,19,0.813954358398803
300,5,19,0.813954358398803
300,6,19,0.813954358398803
300,7,19,0.813954358398803
300,8,19,0.813954358398803
300,9,19,0.813954358398803
300,10,19,0.813954358398803
300,1,20,0.813954358398803
300,2,20,0.813954358398803
300,3,20,0.813954358398803
300,4,20,0.813954358398803
300,5,20,0.813954358398803
300,6,20,0.813954358398803
300,7,20,0.813954358398803
300,8,20,0.813954358398803
300,9,20,0.813954358398803
300,10,20,0.813954358398803
350,1,5,0.813860830527497
350,2,5,0.813860830527497
350,3,5,0.813860830527497
350,4,5,0.813860830527497
350,5,5,0.813860830527497
350,6,5,0.813860830527497
350,7,5,0.813860830527497
350,8,5,0.813860830527497
350,9,5,0.813860830527497
350,10,5,0.813860830527497
350,1,6,0.813860830527497
350,2,6,0.813860830527497
350,3,6,0.813860830527497
350,4,6,0.813860830527497
350,5,6,0.813860830527497
350,6,6,0.813860830527497
350,7,6,0.813860830527497
350,8,6,0.813860830527497
350,9,6,0.813860830527497
350,10,6,0.813860830527497
350,1,7,0.813860830527497
350,2,7,0.813860830527497
350,3,7,0.813860830527497
350,4,7,0.813860830527497
350,5,7,0.813860830527497
350,6,7,0.813860830527497
350,7,7,0.813860830527497
350,8,7,0.813860830527497
350,9,7,0.813860830527497
350,10,7,0.813860830527497
350,1,8,0.813860830527497
350,2,8,0.813860830527497
350,3,8,0.813860830527497
350,4,8,0.813860830527497
350,5,8,0.813860830527497
350,6,8,0.813860830527497
350,7,8,0.813860830527497
350,8,8,0.813860830527497
350,9,8,0.813860830527497
350,10,8,0.813860830527497
350,1,9,0.813860830527497
350,2,9,0.813860830527497
350,3,9,0.813860830527497
350,4,9,0.813860830527497
350,5,9,0.813860830527497
350,6,9,0.813860830527497
350,7,9,0.813860830527497
350,8,9,0.813860830527497
350,9,9,0.813860830527497
350,10,9,0.813860830527497
350,1,10,0.813860830527497
350,2,10,0.813860830527497
350,3,10,0.813860830527497
350,4,10,0.813860830527497
350,5,10,0.813860830527497
350,6,10,0.813860830527497
350,7,10,0.813860830527497
350,8,10,0.813860830527497
350,9,10,0.813860830527497
350,10,10,0.813860830527497
350,1,11,0.813860830527497
350,2,11,0.813860830527497
350,3,11,0.813860830527497
350,4,11,0.813860830527497
350,5,11,0.813860830527497
350,6,11,0.813860830527497
350,7,11,0.813860830527497
350,8,11,0.813860830527497
350,9,11,0.813860830527497
350,10,11,0.813860830527497
350,1,12,0.813860830527497
350,2,12,0.813860830527497
350,3,12,0.813860830527497
350,4,12,0.813860830527497
350,5,12,0.813860830527497
350,6,12,0.813860830527497
350,7,12,0.813860830527497
350,8,12,0.813860830527497
350,9,12,0.813860830527497
350,10,12,0.813860830527497
350,1,13,0.813860830527497
350,2,13,0.813860830527497
350,3,13,0.813860830527497
350,4,13,0.813860830527497
350,5,13,0.813860830527497
350,6,13,0.813860830527497
350,7,13,0.813860830527497
350,8,13,0.813860830527497
350,9,13,0.813860830527497
350,10,13,0.813860830527497
350,1,14,0.813860830527497
350,2,14,0.813860830527497
350,3,14,0.813860830527497
350,4,14,0.813860830527497
350,5,14,0.813860830527497
350,6,14,0.813860830527497
350,7,14,0.813860830527497
350,8,14,0.813860830527497
350,9,14,0.813860830527497
350,10,14,0.813860830527497
350,1,15,0.813860830527497
350,2,15,0.813860830527497
350,3,15,0.813860830527497
350,4,15,0.813860830527497
350,5,15,0.813860830527497
350,6,15,0.813860830527497
350,7,15,0.813860830527497
350,8,15,0.813860830527497
350,9,15,0.813860830527497
350,10,15,0.813860830527497
350,1,16,0.813860830527497
350,2,16,0.813860830527497
350,3,16,0.813860830527497
350,4,16,0.813860830527497
350,5,16,0.813860830527497
350,6,16,0.813860830527497
350,7,16,0.813860830527497
350,8,16,0.813860830527497
350,9,16,0.813860830527497
350,10,16,0.813860830527497
350,1,17,0.813860830527497
350,2,17,0.813860830527497
350,3,17,0.813860830527497
350,4,17,0.813860830527497
350,5,17,0.813860830527497
350,6,17,0.813860830527497
350,7,17,0.813860830527497
350,8,17,0.813860830527497
350,9,17,0.813860830527497
350,10,17,0.813860830527497
350,1,18,0.813860830527497
350,2,18,0.813860830527497
350,3,18,0.813860830527497
350,4,18,0.813860830527497
350,5,18,0.813860830527497
350,6,18,0.813860830527497
350,7,18,0.813860830527497
350,8,18,0.813860830527497
350,9,18,0.813860830527497
350,10,18,0.813860830527497
350,1,19,0.813860830527497
350,2,19,0.813860830527497
350,3,19,0.813860830527497
350,4,19,0.813860830527497
350,5,19,0.813860830527497
350,6,19,0.813860830527497
350,7,19,0.813860830527497
350,8,19,0.813860830527497
350,9,19,0.813860830527497
350,10,19,0.813860830527497
350,1,20,0.813860830527497
350,2,20,0.813860830527497
350,3,20,0.813860830527497
350,4,20,0.813860830527497
350,5,20,0.813860830527497
350,6,20,0.813860830527497
350,7,20,0.813860830527497
350,8,20,0.813860830527497
350,9,20,0.813860830527497
350,10,20,0.813860830527497
