cp,maxcompete,maxdepth,threshold_fu,threshold_nr,fold_number,feature_number,misclassification_rate
0.01,8,30,0.65,0.01,10,19,0.406734007
0.01,8,30,0.65,0.01,10,20,0.406734007
0.02,4,20,0.5,0.02,10,5,0.385690236
0.02,4,20,0.5,0.02,10,6,0.385690236
0.02,4,20,0.5,0.02,10,7,0.385690236
0.02,4,20,0.5,0.02,10,8,0.385690236
0.02,4,20,0.5,0.02,10,9,0.385690236
0.02,4,20,0.5,0.02,10,10,0.385690236
0.02,4,20,0.5,0.02,10,11,0.385690236
0.02,4,20,0.5,0.02,10,12,0.385690236
0.02,4,20,0.5,0.02,10,13,0.385690236
0.02,4,20,0.5,0.02,10,14,0.385690236
0.02,4,20,0.5,0.02,10,15,0.385690236
0.02,4,20,0.5,0.02,10,16,0.385690236
0.02,4,20,0.5,0.02,10,17,0.385690236
0.02,4,20,0.5,0.02,10,18,0.385690236
0.02,4,20,0.5,0.02,10,19,0.385690236
0.02,4,20,0.5,0.02,10,20,0.385690236
0.02,4,20,0.5,0.01,10,5,0.385690236
0.02,4,20,0.5,0.01,10,6,0.385690236
0.02,4,20,0.5,0.01,10,7,0.385690236
0.02,4,20,0.5,0.01,10,8,0.385690236
0.02,4,20,0.5,0.01,10,9,0.385690236
0.02,4,20,0.5,0.01,10,10,0.385690236
0.02,4,20,0.5,0.01,10,11,0.385690236
0.02,4,20,0.5,0.01,10,12,0.385690236
0.02,4,20,0.5,0.01,10,13,0.385690236
0.02,4,20,0.5,0.01,10,14,0.385690236
0.02,4,20,0.5,0.01,10,15,0.385690236
0.02,4,20,0.5,0.01,10,16,0.385690236
0.02,4,20,0.5,0.01,10,17,0.385690236
0.02,4,20,0.5,0.01,10,18,0.385690236
0.02,4,20,0.5,0.01,10,19,0.385690236
0.02,4,20,0.5,0.01,10,20,0.385690236
0.02,4,20,0.6,0.02,10,5,0.415488215
0.02,4,20,0.6,0.02,10,6,0.415488215
0.02,4,20,0.6,0.02,10,7,0.415488215
0.02,4,20,0.6,0.02,10,8,0.415488215
0.02,4,20,0.6,0.02,10,9,0.415488215
0.02,4,20,0.6,0.02,10,10,0.415488215
0.02,4,20,0.6,0.02,10,11,0.415488215
0.02,4,20,0.6,0.02,10,12,0.415488215
0.02,4,20,0.6,0.02,10,13,0.415488215
0.02,4,20,0.6,0.02,10,14,0.415488215
0.02,4,20,0.6,0.02,10,15,0.415488215
0.02,4,20,0.6,0.02,10,16,0.415488215
0.02,4,20,0.6,0.02,10,17,0.415488215
0.02,4,20,0.6,0.02,10,18,0.415488215
0.02,4,20,0.6,0.02,10,19,0.415488215
0.02,4,20,0.6,0.02,10,20,0.415488215
0.02,4,20,0.6,0.01,10,5,0.415488215
0.02,4,20,0.6,0.01,10,6,0.415488215
0.02,4,20,0.6,0.01,10,7,0.415488215
0.02,4,20,0.6,0.01,10,8,0.415488215
0.02,4,20,0.6,0.01,10,9,0.415488215
0.02,4,20,0.6,0.01,10,10,0.415488215
0.02,4,20,0.6,0.01,10,11,0.415488215
0.02,4,20,0.6,0.01,10,12,0.415488215
0.02,4,20,0.6,0.01,10,13,0.415488215
0.02,4,20,0.6,0.01,10,14,0.415488215
0.02,4,20,0.6,0.01,10,15,0.415488215
0.02,4,20,0.6,0.01,10,16,0.415488215
0.02,4,20,0.6,0.01,10,17,0.415488215
0.02,4,20,0.6,0.01,10,18,0.415488215
0.02,4,20,0.6,0.01,10,19,0.415488215
0.02,4,20,0.6,0.01,10,20,0.415488215
0.02,4,20,0.65,0.02,10,5,0.415488215
0.02,4,20,0.65,0.02,10,6,0.415488215
0.02,4,20,0.65,0.02,10,7,0.415488215
0.02,4,20,0.65,0.02,10,8,0.415488215
0.02,4,20,0.65,0.02,10,9,0.415488215
0.02,4,20,0.65,0.02,10,10,0.415488215
0.02,4,20,0.65,0.02,10,11,0.415488215
0.02,4,20,0.65,0.02,10,12,0.415488215
0.02,4,20,0.65,0.02,10,13,0.415488215
0.02,4,20,0.65,0.02,10,14,0.415488215
0.02,4,20,0.65,0.02,10,15,0.415488215
0.02,4,20,0.65,0.02,10,16,0.415488215
0.02,4,20,0.65,0.02,10,17,0.415488215
0.02,4,20,0.65,0.02,10,18,0.415488215
0.02,4,20,0.65,0.02,10,19,0.415488215
0.02,4,20,0.65,0.02,10,20,0.415488215
0.02,4,20,0.65,0.01,10,5,0.415488215
0.02,4,20,0.65,0.01,10,6,0.415488215
0.02,4,20,0.65,0.01,10,7,0.415488215
0.02,4,20,0.65,0.01,10,8,0.415488215
0.02,4,20,0.65,0.01,10,9,0.415488215
0.02,4,20,0.65,0.01,10,10,0.415488215
0.02,4,20,0.65,0.01,10,11,0.415488215
0.02,4,20,0.65,0.01,10,12,0.415488215
0.02,4,20,0.65,0.01,10,13,0.415488215
0.02,4,20,0.65,0.01,10,14,0.415488215
0.02,4,20,0.65,0.01,10,15,0.415488215
0.02,4,20,0.65,0.01,10,16,0.415488215
0.02,4,20,0.65,0.01,10,17,0.415488215
0.02,4,20,0.65,0.01,10,18,0.415488215
0.02,4,20,0.65,0.01,10,19,0.415488215
0.02,4,20,0.65,0.01,10,20,0.415488215
0.02,4,30,0.5,0.02,10,5,0.385690236
0.02,4,30,0.5,0.02,10,6,0.385690236
0.02,4,30,0.5,0.02,10,7,0.385690236
0.02,4,30,0.5,0.02,10,8,0.385690236
0.02,4,30,0.5,0.02,10,9,0.385690236
0.02,4,30,0.5,0.02,10,10,0.385690236
0.02,4,30,0.5,0.02,10,11,0.385690236
0.02,4,30,0.5,0.02,10,12,0.385690236
0.02,4,30,0.5,0.02,10,13,0.385690236
0.02,4,30,0.5,0.02,10,14,0.385690236
0.02,4,30,0.5,0.02,10,15,0.385690236
0.02,4,30,0.5,0.02,10,16,0.385690236
0.02,4,30,0.5,0.02,10,17,0.385690236
0.02,4,30,0.5,0.02,10,18,0.385690236
0.02,4,30,0.5,0.02,10,19,0.385690236
0.02,4,30,0.5,0.02,10,20,0.385690236
0.02,4,30,0.5,0.01,10,5,0.385690236
0.02,4,30,0.5,0.01,10,6,0.385690236
0.02,4,30,0.5,0.01,10,7,0.385690236
0.02,4,30,0.5,0.01,10,8,0.385690236
0.02,4,30,0.5,0.01,10,9,0.385690236
0.02,4,30,0.5,0.01,10,10,0.385690236
0.02,4,30,0.5,0.01,10,11,0.385690236
0.02,4,30,0.5,0.01,10,12,0.385690236
0.02,4,30,0.5,0.01,10,13,0.385690236
0.02,4,30,0.5,0.01,10,14,0.385690236
0.02,4,30,0.5,0.01,10,15,0.385690236
0.02,4,30,0.5,0.01,10,16,0.385690236
0.02,4,30,0.5,0.01,10,17,0.385690236
0.02,4,30,0.5,0.01,10,18,0.385690236
0.02,4,30,0.5,0.01,10,19,0.385690236
0.02,4,30,0.5,0.01,10,20,0.385690236
0.02,4,30,0.6,0.02,10,5,0.415488215
0.02,4,30,0.6,0.02,10,6,0.415488215
0.02,4,30,0.6,0.02,10,7,0.415488215
0.02,4,30,0.6,0.02,10,8,0.415488215
0.02,4,30,0.6,0.02,10,9,0.415488215
0.02,4,30,0.6,0.02,10,10,0.415488215
0.02,4,30,0.6,0.02,10,11,0.415488215
0.02,4,30,0.6,0.02,10,12,0.415488215
0.02,4,30,0.6,0.02,10,13,0.415488215
0.02,4,30,0.6,0.02,10,14,0.415488215
0.02,4,30,0.6,0.02,10,15,0.415488215
0.02,4,30,0.6,0.02,10,16,0.415488215
0.02,4,30,0.6,0.02,10,17,0.415488215
0.02,4,30,0.6,0.02,10,18,0.415488215
0.02,4,30,0.6,0.02,10,19,0.415488215
0.02,4,30,0.6,0.02,10,20,0.415488215
0.02,4,30,0.6,0.01,10,5,0.415488215
0.02,4,30,0.6,0.01,10,6,0.415488215
0.02,4,30,0.6,0.01,10,7,0.415488215
0.02,4,30,0.6,0.01,10,8,0.415488215
0.02,4,30,0.6,0.01,10,9,0.415488215
0.02,4,30,0.6,0.01,10,10,0.415488215
0.02,4,30,0.6,0.01,10,11,0.415488215
0.02,4,30,0.6,0.01,10,12,0.415488215
0.02,4,30,0.6,0.01,10,13,0.415488215
0.02,4,30,0.6,0.01,10,14,0.415488215
0.02,4,30,0.6,0.01,10,15,0.415488215
0.02,4,30,0.6,0.01,10,16,0.415488215
0.02,4,30,0.6,0.01,10,17,0.415488215
0.02,4,30,0.6,0.01,10,18,0.415488215
0.02,4,30,0.6,0.01,10,19,0.415488215
0.02,4,30,0.6,0.01,10,20,0.415488215
0.02,4,30,0.65,0.02,10,5,0.415488215
0.02,4,30,0.65,0.02,10,6,0.415488215
0.02,4,30,0.65,0.02,10,7,0.415488215
0.02,4,30,0.65,0.02,10,8,0.415488215
0.02,4,30,0.65,0.02,10,9,0.415488215
0.02,4,30,0.65,0.02,10,10,0.415488215
0.02,4,30,0.65,0.02,10,11,0.415488215
0.02,4,30,0.65,0.02,10,12,0.415488215
0.02,4,30,0.65,0.02,10,13,0.415488215
0.02,4,30,0.65,0.02,10,14,0.415488215
0.02,4,30,0.65,0.02,10,15,0.415488215
0.02,4,30,0.65,0.02,10,16,0.415488215
0.02,4,30,0.65,0.02,10,17,0.415488215
0.02,4,30,0.65,0.02,10,18,0.415488215
0.02,4,30,0.65,0.02,10,19,0.415488215
0.02,4,30,0.65,0.02,10,20,0.415488215
0.02,4,30,0.65,0.01,10,5,0.415488215
0.02,4,30,0.65,0.01,10,6,0.415488215
0.02,4,30,0.65,0.01,10,7,0.415488215
0.02,4,30,0.65,0.01,10,8,0.415488215
0.02,4,30,0.65,0.01,10,9,0.415488215
0.02,4,30,0.65,0.01,10,10,0.415488215
0.02,4,30,0.65,0.01,10,11,0.415488215
0.02,4,30,0.65,0.01,10,12,0.415488215
0.02,4,30,0.65,0.01,10,13,0.415488215
0.02,4,30,0.65,0.01,10,14,0.415488215
0.02,4,30,0.65,0.01,10,15,0.415488215
0.02,4,30,0.65,0.01,10,16,0.415488215
0.02,4,30,0.65,0.01,10,17,0.415488215
0.02,4,30,0.65,0.01,10,18,0.415488215
0.02,4,30,0.65,0.01,10,19,0.415488215
0.02,4,30,0.65,0.01,10,20,0.415488215
0.02,8,20,0.5,0.02,10,5,0.385690236
0.02,8,20,0.5,0.02,10,6,0.385690236
0.02,8,20,0.5,0.02,10,7,0.385690236
0.02,8,20,0.5,0.02,10,8,0.385690236
0.02,8,20,0.5,0.02,10,9,0.385690236
0.02,8,20,0.5,0.02,10,10,0.385690236
0.02,8,20,0.5,0.02,10,11,0.385690236
0.02,8,20,0.5,0.02,10,12,0.385690236
0.02,8,20,0.5,0.02,10,13,0.385690236
0.02,8,20,0.5,0.02,10,14,0.385690236
0.02,8,20,0.5,0.02,10,15,0.385690236
0.02,8,20,0.5,0.02,10,16,0.385690236
0.02,8,20,0.5,0.02,10,17,0.385690236
0.02,8,20,0.5,0.02,10,18,0.385690236
0.02,8,20,0.5,0.02,10,19,0.385690236
0.02,8,20,0.5,0.02,10,20,0.385690236
0.02,8,20,0.5,0.01,10,5,0.385690236
0.02,8,20,0.5,0.01,10,6,0.385690236
0.02,8,20,0.5,0.01,10,7,0.385690236
0.02,8,20,0.5,0.01,10,8,0.385690236
0.02,8,20,0.5,0.01,10,9,0.385690236
0.02,8,20,0.5,0.01,10,10,0.385690236
0.02,8,20,0.5,0.01,10,11,0.385690236
0.02,8,20,0.5,0.01,10,12,0.385690236
0.02,8,20,0.5,0.01,10,13,0.385690236
0.02,8,20,0.5,0.01,10,14,0.385690236
0.02,8,20,0.5,0.01,10,15,0.385690236
0.02,8,20,0.5,0.01,10,16,0.385690236
0.02,8,20,0.5,0.01,10,17,0.385690236
0.02,8,20,0.5,0.01,10,18,0.385690236
0.02,8,20,0.5,0.01,10,19,0.385690236
0.02,8,20,0.5,0.01,10,20,0.385690236
0.02,8,20,0.6,0.02,10,5,0.415488215
0.02,8,20,0.6,0.02,10,6,0.415488215
0.02,8,20,0.6,0.02,10,7,0.415488215
0.02,8,20,0.6,0.02,10,8,0.415488215
0.02,8,20,0.6,0.02,10,9,0.415488215
0.02,8,20,0.6,0.02,10,10,0.415488215
0.02,8,20,0.6,0.02,10,11,0.415488215
0.02,8,20,0.6,0.02,10,12,0.415488215
0.02,8,20,0.6,0.02,10,13,0.415488215
0.02,8,20,0.6,0.02,10,14,0.415488215
0.02,8,20,0.6,0.02,10,15,0.415488215
0.02,8,20,0.6,0.02,10,16,0.415488215
0.02,8,20,0.6,0.02,10,17,0.415488215
0.02,8,20,0.6,0.02,10,18,0.415488215
0.02,8,20,0.6,0.02,10,19,0.415488215
0.02,8,20,0.6,0.02,10,20,0.415488215
0.02,8,20,0.6,0.01,10,5,0.415488215
0.02,8,20,0.6,0.01,10,6,0.415488215
0.02,8,20,0.6,0.01,10,7,0.415488215
0.02,8,20,0.6,0.01,10,8,0.415488215
0.02,8,20,0.6,0.01,10,9,0.415488215
0.02,8,20,0.6,0.01,10,10,0.415488215
0.02,8,20,0.6,0.01,10,11,0.415488215
0.02,8,20,0.6,0.01,10,12,0.415488215
0.02,8,20,0.6,0.01,10,13,0.415488215
0.02,8,20,0.6,0.01,10,14,0.415488215
0.02,8,20,0.6,0.01,10,15,0.415488215
0.02,8,20,0.6,0.01,10,16,0.415488215
0.02,8,20,0.6,0.01,10,17,0.415488215
0.02,8,20,0.6,0.01,10,18,0.415488215
0.02,8,20,0.6,0.01,10,19,0.415488215
0.02,8,20,0.6,0.01,10,20,0.415488215
0.02,8,20,0.65,0.02,10,5,0.415488215
0.02,8,20,0.65,0.02,10,6,0.415488215
0.02,8,20,0.65,0.02,10,7,0.415488215
0.02,8,20,0.65,0.02,10,8,0.415488215
0.02,8,20,0.65,0.02,10,9,0.415488215
0.02,8,20,0.65,0.02,10,10,0.415488215
0.02,8,20,0.65,0.02,10,11,0.415488215
0.02,8,20,0.65,0.02,10,12,0.415488215
0.02,8,20,0.65,0.02,10,13,0.415488215
0.02,8,20,0.65,0.02,10,14,0.415488215
0.02,8,20,0.65,0.02,10,15,0.415488215
0.02,8,20,0.65,0.02,10,16,0.415488215
0.02,8,20,0.65,0.02,10,17,0.415488215
0.02,8,20,0.65,0.02,10,18,0.415488215
0.02,8,20,0.65,0.02,10,19,0.415488215
0.02,8,20,0.65,0.02,10,20,0.415488215
0.02,8,20,0.65,0.01,10,5,0.415488215
0.02,8,20,0.65,0.01,10,6,0.415488215
0.02,8,20,0.65,0.01,10,7,0.415488215
0.02,8,20,0.65,0.01,10,8,0.415488215
0.02,8,20,0.65,0.01,10,9,0.415488215
0.02,8,20,0.65,0.01,10,10,0.415488215
0.02,8,20,0.65,0.01,10,11,0.415488215
0.02,8,20,0.65,0.01,10,12,0.415488215
0.02,8,20,0.65,0.01,10,13,0.415488215
0.02,8,20,0.65,0.01,10,14,0.415488215
0.02,8,20,0.65,0.01,10,15,0.415488215
0.02,8,20,0.65,0.01,10,16,0.415488215
0.02,8,20,0.65,0.01,10,17,0.415488215
0.02,8,20,0.65,0.01,10,18,0.415488215
0.02,8,20,0.65,0.01,10,19,0.415488215
0.02,8,20,0.65,0.01,10,20,0.415488215
0.02,8,30,0.5,0.02,10,5,0.385690236
0.02,8,30,0.5,0.02,10,6,0.385690236
0.02,8,30,0.5,0.02,10,7,0.385690236
0.02,8,30,0.5,0.02,10,8,0.385690236
0.02,8,30,0.5,0.02,10,9,0.385690236
0.02,8,30,0.5,0.02,10,10,0.385690236
0.02,8,30,0.5,0.02,10,11,0.385690236
0.02,8,30,0.5,0.02,10,12,0.385690236
0.02,8,30,0.5,0.02,10,13,0.385690236
0.02,8,30,0.5,0.02,10,14,0.385690236
0.02,8,30,0.5,0.02,10,15,0.385690236
0.02,8,30,0.5,0.02,10,16,0.385690236
0.02,8,30,0.5,0.02,10,17,0.385690236
0.02,8,30,0.5,0.02,10,18,0.385690236
0.02,8,30,0.5,0.02,10,19,0.385690236
0.02,8,30,0.5,0.02,10,20,0.385690236
0.02,8,30,0.5,0.01,10,5,0.385690236
0.02,8,30,0.5,0.01,10,6,0.385690236
0.02,8,30,0.5,0.01,10,7,0.385690236
0.02,8,30,0.5,0.01,10,8,0.385690236
0.02,8,30,0.5,0.01,10,9,0.385690236
0.02,8,30,0.5,0.01,10,10,0.385690236
0.02,8,30,0.5,0.01,10,11,0.385690236
0.02,8,30,0.5,0.01,10,12,0.385690236
0.02,8,30,0.5,0.01,10,13,0.385690236
0.02,8,30,0.5,0.01,10,14,0.385690236
0.02,8,30,0.5,0.01,10,15,0.385690236
0.02,8,30,0.5,0.01,10,16,0.385690236
0.02,8,30,0.5,0.01,10,17,0.385690236
0.02,8,30,0.5,0.01,10,18,0.385690236
0.02,8,30,0.5,0.01,10,19,0.385690236
0.02,8,30,0.5,0.01,10,20,0.385690236
0.02,8,30,0.6,0.02,10,5,0.415488215
0.02,8,30,0.6,0.02,10,6,0.415488215
0.02,8,30,0.6,0.02,10,7,0.415488215
0.02,8,30,0.6,0.02,10,8,0.415488215
0.02,8,30,0.6,0.02,10,9,0.415488215
0.02,8,30,0.6,0.02,10,10,0.415488215
0.02,8,30,0.6,0.02,10,11,0.415488215
0.02,8,30,0.6,0.02,10,12,0.415488215
0.02,8,30,0.6,0.02,10,13,0.415488215
0.02,8,30,0.6,0.02,10,14,0.415488215
0.02,8,30,0.6,0.02,10,15,0.415488215
0.02,8,30,0.6,0.02,10,16,0.415488215
0.02,8,30,0.6,0.02,10,17,0.415488215
0.02,8,30,0.6,0.02,10,18,0.415488215
0.02,8,30,0.6,0.02,10,19,0.415488215
0.02,8,30,0.6,0.02,10,20,0.415488215
0.02,8,30,0.6,0.01,10,5,0.415488215
0.02,8,30,0.6,0.01,10,6,0.415488215
0.02,8,30,0.6,0.01,10,7,0.415488215
0.02,8,30,0.6,0.01,10,8,0.415488215
0.02,8,30,0.6,0.01,10,9,0.415488215
0.02,8,30,0.6,0.01,10,10,0.415488215
0.02,8,30,0.6,0.01,10,11,0.415488215
0.02,8,30,0.6,0.01,10,12,0.415488215
0.02,8,30,0.6,0.01,10,13,0.415488215
0.02,8,30,0.6,0.01,10,14,0.415488215
0.02,8,30,0.6,0.01,10,15,0.415488215
0.02,8,30,0.6,0.01,10,16,0.415488215
0.02,8,30,0.6,0.01,10,17,0.415488215
0.02,8,30,0.6,0.01,10,18,0.415488215
0.02,8,30,0.6,0.01,10,19,0.415488215
0.02,8,30,0.6,0.01,10,20,0.415488215
0.02,8,30,0.65,0.02,10,5,0.415488215
0.02,8,30,0.65,0.02,10,6,0.415488215
0.02,8,30,0.65,0.02,10,7,0.415488215
0.02,8,30,0.65,0.02,10,8,0.415488215
0.02,8,30,0.65,0.02,10,9,0.415488215
0.02,8,30,0.65,0.02,10,10,0.415488215
0.02,8,30,0.65,0.02,10,11,0.415488215
0.02,8,30,0.65,0.02,10,12,0.415488215
0.02,8,30,0.65,0.02,10,13,0.415488215
0.02,8,30,0.65,0.02,10,14,0.415488215
0.02,8,30,0.65,0.02,10,15,0.415488215
0.02,8,30,0.65,0.02,10,16,0.415488215
0.02,8,30,0.65,0.02,10,17,0.415488215
0.02,8,30,0.65,0.02,10,18,0.415488215
0.02,8,30,0.65,0.02,10,19,0.415488215
0.02,8,30,0.65,0.02,10,20,0.415488215
0.02,8,30,0.65,0.01,10,5,0.415488215
0.02,8,30,0.65,0.01,10,6,0.415488215
0.02,8,30,0.65,0.01,10,7,0.415488215
0.02,8,30,0.65,0.01,10,8,0.415488215
0.02,8,30,0.65,0.01,10,9,0.415488215
0.02,8,30,0.65,0.01,10,10,0.415488215
0.02,8,30,0.65,0.01,10,11,0.415488215
0.02,8,30,0.65,0.01,10,12,0.415488215
0.02,8,30,0.65,0.01,10,13,0.415488215
0.02,8,30,0.65,0.01,10,14,0.415488215
0.02,8,30,0.65,0.01,10,15,0.415488215
0.02,8,30,0.65,0.01,10,16,0.415488215
0.02,8,30,0.65,0.01,10,17,0.415488215
0.02,8,30,0.65,0.01,10,18,0.415488215
0.02,8,30,0.65,0.01,10,19,0.415488215
0.02,8,30,0.65,0.01,10,20,0.415488215
